Unnamed: 0,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Feature_Category,Year,Month,Day,Hour,Minute,Second,Hour_Category
7342985,A-7392351,Source1,2,2019-09-20 12:34:00,2019-09-20 13:25:41,34.436217,-119.861414,34.436217,-119.861414,0.0,At Glen Annie Rd/Storke Rd/Exit 108 - Accident.,US-101 N,Goleta,Santa Barbara,CA,93117,US,US/Pacific,KSBA,2019-09-20 12:53:00,74.0,74.0,62.0,29.87,9.0,SW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2019.0,9.0,20.0,12.0,34.0,0.0,Afternoon
3781703,A-3810034,Source1,2,2022-06-01 17:19:01,2022-06-01 19:39:06,28.450372,-81.39928,28.449707,-81.401108,0.12,Stationary traffic on FL-482 - US-92 W - US-441 S - US-17 S from Skyview Dr to August Ln due to accident., Sand Lake Rd,Orlando,Orange,FL,32809,US,US/Eastern,KMCO,2022-06-01 16:53:00,85.0,85.0,55.0,29.82,10.0,ENE,18.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,6.0,1.0,17.0,19.0,1.0,Afternoon
5182535,A-5221849,Source1,2,2022-10-16 16:53:00,2022-10-16 19:05:02,40.755716,-73.21380500000002,40.755721,-73.212992,0.043,NYSDOT - Region 10: Crash on Southern State Parkway westbound between Exit 43S - NY 111 (Islip) and Exit 42N - CR 13 (Islip) left and center lanes closed,Southern State Pkwy E,Islip,Suffolk,NY,11751,US,US/Eastern,KISP,2022-10-16 16:56:00,66.0,66.0,45.0,29.78,10.0,WNW,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,10.0,16.0,16.0,53.0,0.0,Afternoon
5033136,A-5071275,Source1,2,2022-09-21 06:56:00,2022-09-21 10:30:30,37.994128,-122.297158,37.873254,-122.305922,8.365,Slow traffic on Eastshore Fwy W - I-80 W - I-580 E from Pinole Valley Rd (I-80) to University Ave (I-80) due to accident.,I-80 W,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,2022-09-21 06:53:00,63.0,63.0,63.0,29.88,10.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,9.0,21.0,6.0,56.0,0.0,Morning
4278871,A-4311172,Source1,2,2022-05-28 18:52:30,2022-05-28 19:14:00,29.754826,-95.353911,29.758553000000006,-95.350959,0.313,Slow traffic from Pease St (Chartres St) to Runnels St (Chartres St) due to accident., Chartres St,Houston,Harris,TX,77002,US,US/Central,KMCJ,2022-05-28 18:53:00,89.0,89.0,61.0,29.75,10.0,SSE,13.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2022.0,5.0,28.0,18.0,52.0,30.0,Evening
7067730,A-7117062,Source1,2,2020-03-15 16:02:00,2020-03-15 16:36:48,38.003464,-121.835484,38.003464,-121.835484,0.0,At Somersville Rd - Accident.,CA-4 W,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2020-03-15 15:53:00,54.0,54.0,62.0,29.92,10.0,SW,13.0,0.0,Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,Railway,2020.0,3.0,15.0,16.0,2.0,0.0,Afternoon
3871466,A-3900513,Source1,2,2022-09-27 18:44:07,2022-09-27 19:14:00,33.868650200000005,-118.19543481,33.8767102,-118.18776481,0.71,Slow traffic from exit [8A] to CA-91 E due to accident.,I-710,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2022-09-27 18:53:00,78.0,78.0,56.0,29.77,10.0,WNW,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,Junction,2022.0,9.0,27.0,18.0,44.0,7.0,Evening
5529602,A-5571463,Source1,2,2021-11-06 00:24:15,2021-11-06 01:39:15,32.826569,-96.87191,32.826656,-96.871945,0.006,Incident on N STEMMONS SERV NB near EMPIRE CENTRAL Drive with caution.,N Stemmons Fwy,Dallas,Dallas,TX,75247,US,US/Central,KDAL,2021-11-06 00:53:00,46.0,43.0,73.0,29.72,10.0,ESE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Crossing,2021.0,11.0,6.0,0.0,24.0,15.0,Night
5796917,A-5840382,Source1,2,2021-08-21 15:07:06,2021-08-21 17:53:37,35.79382899999999,-78.548733,35.793109,-78.547383,0.091,Incident on NEW BERN AVE near N ROGERS LN Expect delays., N Rogers Ln,Raleigh,Wake,NC,27610-6081,US,US/Eastern,KRDU,2021-08-21 14:51:00,84.0,84.0,63.0,29.48,10.0,NNW,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2021.0,8.0,21.0,15.0,7.0,6.0,Afternoon
7075891,A-7125227,Source1,3,2020-03-20 17:47:26,2020-03-20 18:52:24,39.7876,-86.22697,39.7876,-86.22697,0.0,At Crawfordsville Rd/Georgetown Rd - Accident., W 16th St,Indianapolis,Marion,IN,46222-2510,US,US/Eastern,KEYE,2020-03-20 17:53:00,42.0,35.0,70.0,29.36,10.0,NNW,14.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2020.0,3.0,20.0,17.0,47.0,26.0,Afternoon
4091615,A-4122395,Source1,2,2022-05-21 21:16:30,2022-05-21 22:09:00,29.79147,-95.267879,29.776013,-95.264123,1.091,Stationary traffic on I-610 S - I-610 E from Gellhorn Dr exit [25] to exit [26A] due to accident.,I-610 E,Houston,Harris,TX,77029,US,US/Central,KHOU,2022-05-21 20:53:00,84.0,84.0,76.0,29.87,10.0,SE,12.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,Give_Way,2022.0,5.0,21.0,21.0,16.0,30.0,Evening
6600901,A-6649379,Source1,2,2020-12-14 16:39:09,2020-12-14 19:03:47,34.688891,-82.218686,34.689821,-82.22034599999998,0.114,Incident on I-385 near WOODS DR Drive with caution.,I-385,Fountain Inn,Greenville,SC,29644,US,US/Eastern,KGYH,2020-12-14 16:47:00,52.0,52.0,50.0,28.98,10.0,N,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2020.0,12.0,14.0,16.0,39.0,9.0,Afternoon
7136997,A-7186350,Source1,2,2020-04-20 18:08:29,2020-04-20 18:23:29,38.807,-76.98375,38.807,-76.98375,0.0,At MD-210/Exit 3 - Accident.,Capital Beltway S,Oxon Hill,Prince George's,MD,20745,US,US/Eastern,KDCA,2020-04-20 17:52:00,64.0,64.0,43.0,29.63,10.0,N,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2020.0,4.0,20.0,18.0,8.0,29.0,Evening
6301381,A-6347753,Source1,2,2021-02-16 09:00:00,2021-02-16 10:21:19,25.811401605483,-80.18891930541902,25.810671605483,-80.18158930541901,0.459,Incident on I-195 EB near US-1 Center lane blocked. Expect Delays.,I-195 E,Miami,Miami-Dade,FL,33137,US,US/Eastern,KMIA,2021-02-16 08:53:00,78.0,78.0,90.0,30.02,10.0,SSW,9.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,2.0,16.0,9.0,0.0,0.0,Morning
6823393,A-6872562,Source1,2,2020-10-22 22:30:44,2020-10-22 23:47:36,27.91633400000001,-82.730087,27.916364,-82.73114699999998,0.065,Incident on EAST BAY DR near US-19 Drive with caution.,US Highway 19 N,Clearwater,Pinellas,FL,33764,US,US/Eastern,KPIE,2020-10-22 22:53:00,77.0,77.0,84.0,30.0,10.0,E,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Traffic_Signal,2020.0,10.0,22.0,22.0,30.0,44.0,Evening
7017706,A-7067027,Source1,2,2020-06-05 10:29:23,2020-06-05 11:19:21,28.81145,-81.32276999999998,28.81145,-81.32276999999998,0.0,At W Airport Blvd - Serious accident., W State Road 46,Sanford,Seminole,FL,32771-9721,US,US/Eastern,KSFB,2020-06-05 10:53:00,82.0,82.0,71.0,30.01,10.0,SSE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2020.0,6.0,5.0,10.0,29.0,23.0,Morning
4249245,A-4281295,Source1,2,2022-07-02 12:47:00,2022-07-02 14:32:25,40.652792,-76.92502900000002,40.651337,-76.927049,0.146,Incident on US-11 SB near US-11 Road closed. Take alternate route., S Susquehanna Trl,Port Trevorton,Snyder,PA,17864-9234,US,US/Eastern,KSEG,2022-07-02 12:53:00,83.0,83.0,65.0,29.47,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,7.0,2.0,12.0,47.0,0.0,Afternoon
6420903,A-6468288,Source1,2,2021-02-07 03:22:00,2021-02-07 06:57:15,25.925298,-80.281316,25.925298,-80.271606,0.603,Incident on FL-826 EB near NW 47TH AVE Drive with caution.,Palmetto Expy N,Hialeah,Miami-Dade,FL,33014,US,US/Eastern,KOPF,2021-02-07 03:26:00,74.0,74.0,93.0,29.9,10.0,S,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2021.0,2.0,7.0,3.0,22.0,0.0,Night
5740988,A-5784086,Source1,2,2021-12-02 16:03:22,2021-12-02 19:09:26,25.858134,-80.20949300000002,25.861886,-80.21039499999998,0.265,Slow traffic on US-441 N from NW 90th St to NW 8th Ave due to accident., NW 7th Ave,Miami,Miami-Dade,FL,33150-2307,US,US/Eastern,KOPF,2021-12-02 15:53:00,78.0,78.0,50.0,30.07,10.0,N,12.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,Station,2021.0,12.0,2.0,16.0,3.0,22.0,Afternoon
6854272,A-6903479,Source1,2,2020-10-29 01:35:00,2020-10-29 02:50:51,26.18734,-80.297516,26.20063,-80.295866,0.924,Incident on FL-869 near MM 5 Drive with caution.,Sawgrass Expy,Fort Lauderdale,Broward,FL,33351,US,US/Eastern,KFXE,2020-10-29 01:53:00,82.0,82.0,79.0,29.96,10.0,SE,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2020.0,10.0,29.0,1.0,35.0,0.0,Night
7174615,A-7223976,Source1,2,2020-01-15 16:08:00,2020-01-15 17:23:21,37.213538,-119.708539,37.213538,-119.708539,0.0,At Raymond Rd/Road 415 - Accident., Highway 41,Coarsegold,Madera,CA,93614-8217,US,US/Pacific,KMAE,2020-01-15 15:53:00,54.0,54.0,53.0,29.71,10.0,SSE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2020.0,1.0,15.0,16.0,8.0,0.0,Afternoon
5898336,A-5942398,Source1,2,2021-11-30 13:55:30,2021-11-30 19:25:00,33.797693,-84.39570400000002,33.780731,-84.391209,1.2,Slow traffic on I-75 S - GA-401 S - I-85 S - GA-403 S from US-41/Northside Dr/Exit 252A (I-75) to I-75 &amp; I-85 Junction (I-75) due to accident.,GA-401 S,Atlanta,Fulton,GA,30309,US,US/Eastern,KFTY,2021-11-30 13:53:00,65.0,65.0,37.0,29.24,10.0,WNW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,11.0,30.0,13.0,55.0,30.0,Afternoon
4799809,A-4836221,Source1,2,2022-04-14 09:09:52,2022-04-14 10:26:14,44.94909167268301,-92.95872330621262,44.95252167268301,-92.9585233062126,0.237,Incident on I-694 NB near I-94 CD Drive with caution.,I-494 E,Saint Paul,Washington,MN,55128,US,US/Central,K21D,2022-04-14 09:15:00,30.0,16.0,69.0,28.47,10.0,SW,24.0,0.0,Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,4.0,14.0,9.0,9.0,52.0,Morning
3728365,A-3756282,Source1,2,2022-08-26 10:52:38,2022-08-26 11:26:26,40.710921,-74.244512,40.696193,-74.259156,1.274,Slow traffic on Garden State Pkwy S from I-78/Mill Rd/Exit 142 (Garden State Pkwy) to US-22/NJ-82/Exit 140 (Garden State Pkwy) due to accident.,Garden State Pkwy S,Hillside,Union,NJ,07205,US,US/Eastern,KEWR,2022-08-26 10:51:00,84.0,84.0,63.0,29.92,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,8.0,26.0,10.0,52.0,38.0,Morning
6055520,A-6100533,Source1,2,2021-12-11 14:39:24,2021-12-11 15:42:00,29.263018369535143,-82.19184279402644,29.21129836953515,-82.18468279402644,3.599,Slow traffic on I-75 S from CR-326/Exit 358 (I-75) to US-27/Exit 354 (I-75) due to accident.,I-75,Ocala,Marion,FL,34482,US,US/Eastern,KOCF,2021-12-11 14:51:00,84.0,84.0,53.0,29.95,10.0,WSW,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,12.0,11.0,14.0,39.0,24.0,Afternoon
6634890,A-6683481,Source1,2,2020-11-15 03:18:00,2020-11-16 00:45:00,47.500902,-122.297798,47.497202,-122.292848,0.345,Incident on WA-599 SB near MP 1 Left lane blocked.,WA-599 S,Seattle,King,WA,98168,US,US/Pacific,KBFI,2020-11-15 03:16:00,50.0,50.0,80.0,29.76,10.0,S,12.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2020.0,11.0,15.0,3.0,18.0,0.0,Night
7095561,A-7144900,Source1,2,2020-03-30 15:12:55,2020-03-30 15:42:55,37.64528,-77.51807,37.64528,-77.51807,0.0,At Hungary Rd - Earlier accident.,Hungary Rd,Glen Allen,Henrico,VA,23060,US,US/Eastern,KOFP,2020-03-30 14:54:00,74.0,74.0,21.0,29.65,10.0,W,12.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Give_Way,2020.0,3.0,30.0,15.0,12.0,55.0,Afternoon
5108094,A-5146848,Source1,4,2022-02-09 16:54:19,2022-02-09 18:25:46,40.615311,-73.962358,40.612635,-73.961872,0.187,Incident on E 12TH ST SB near AVENUE Road closed. Take alternate route., Avenue N,Brooklyn,Kings,NY,11230-5904,US,US/Eastern,KJRB,2022-02-09 16:51:00,41.0,36.0,57.0,29.88,10.0,SSE,8.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Amenity,2022.0,2.0,9.0,16.0,54.0,19.0,Afternoon
7076163,A-7125499,Source1,2,2020-03-20 13:35:30,2020-03-20 14:05:30,37.43366,-77.49059,37.43366,-77.49059,0.0,At VA-10/Iron Bridge Rd - Accident.,Iron Bridge Rd,Richmond,Chesterfield,VA,23234,US,US/Eastern,KFCI,2020-03-20 13:56:00,85.0,85.0,41.0,29.79,10.0,SW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2020.0,3.0,20.0,13.0,35.0,30.0,Afternoon
3664365,A-3685460,Source1,2,2023-03-30 17:51:19,2023-03-30 21:25:16,40.73646,-73.909244,40.649408,-74.012906,8.104,Stationary traffic on I-278 W from 65th Pl/Exit 36 (I-278) to 3rd Ave/Exit 21 (I-278) due to accident.,Brooklyn Queens Expy,Woodside,Queens,NY,11377,US,US/Eastern,KLGA,2023-03-30 17:51:00,45.0,38.0,24.0,30.25,10.0,WNW,15.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2023.0,3.0,30.0,17.0,51.0,19.0,Afternoon
7342587,A-7391953,Source1,2,2019-09-20 15:25:00,2019-09-20 22:16:20,38.054172,-121.259209,38.054172,-121.259209,0.0,At Eight Mile Rd - Accident.,CA-99 N,Stockton,San Joaquin,CA,95212,US,US/Pacific,KSCK,2019-09-20 14:55:00,83.0,83.0,26.0,29.88,10.0,NNW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2019.0,9.0,20.0,15.0,25.0,0.0,Afternoon
5015933,A-5053932,Source1,2,2022-01-20 08:38:00,2022-01-20 08:58:30,28.416197,-81.372233,28.422397,-81.371207,0.433,Stationary traffic on County Hwy-527 from E Wetherbee Rd/W Wetherbee Rd (S Orange Ave) to 4th St (S Orange Ave) due to accident., S Orange Ave,Orlando,Orange,FL,32824-7712,US,US/Eastern,KMCO,2022-01-20 08:53:00,60.0,60.0,86.0,30.06,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,1.0,20.0,8.0,38.0,0.0,Morning
6864013,A-6913232,Source1,2,2020-12-16 13:53:25,2020-12-17 02:30:30,25.642714,-80.334553,25.644231,-80.33505699999998,0.109,Stationary traffic on US-1 N - FL-5 from US-1 to SW 88th Pl due to accident., S Dixie Hwy,Miami,Miami-Dade,FL,33176-7219,US,US/Eastern,KTMB,2020-12-16 13:53:00,81.0,81.0,74.0,29.91,10.0,S,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2020.0,12.0,16.0,13.0,53.0,25.0,Afternoon
6957254,A-7006564,Source1,3,2020-05-01 07:32:42,2020-05-01 08:02:42,42.24048,-87.94459,42.24048,-87.94459,0.0,At IL-60/E Townline Rd - Accident.,W State Route 60,Libertyville,Lake,IL,60048,US,US/Central,KUGN,2020-05-01 07:55:00,48.0,46.0,63.0,29.27,10.0,W,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2020.0,5.0,1.0,7.0,32.0,42.0,Morning
6337716,A-6384417,Source1,2,2021-01-19 20:11:30,2021-01-20 02:08:39,40.856317,-73.872506,40.837901,-73.873328,1.273,Stationary traffic on Bronx River Pkwy S from Allerton Ave/Exit 8 (Bronx River Pkwy) to 177th St/Exit 5 (Bronx River Pkwy) due to accident.,Bronx River Pkwy S,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2021-01-19 19:51:00,41.0,35.0,49.0,30.08,10.0,W,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2021.0,1.0,19.0,20.0,11.0,30.0,Evening
6001467,A-6046164,Source1,2,2021-12-22 11:14:00,2021-12-22 13:52:17,38.236114,-121.282133,38.221864,-121.273055,1.101,Accident on Fairway Dr/Crystal Way (CA-99) from E Collier Rd (CA-99) to CA-99 S.,CA-99 S,Galt,San Joaquin,CA,95632,US,US/Pacific,KSAC,2021-12-22 10:53:00,47.0,44.0,90.0,30.05,2.0,E,7.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,12.0,22.0,11.0,14.0,0.0,Morning
4671177,A-4706619,Source1,2,2022-12-02 15:39:58,2022-12-02 16:54:58,32.835092,-96.830461,32.836628999999995,-96.831658,0.127,Incident on LEMMON AVE near ROPER ST Drive with caution., Lemmon Ave,Dallas,Dallas,TX,75209-5720,US,US/Central,KDAL,2022-12-02 15:53:00,64.0,64.0,84.0,29.45,10.0,S,14.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2022.0,12.0,2.0,15.0,39.0,58.0,Afternoon
5829967,A-5873638,Source1,2,2021-12-29 16:18:42,2021-12-29 17:38:42,40.116495,-75.141473,40.117327,-75.138202,0.182,Incident on FERNHILL RD near ROSLYN AVE Drive with caution., Roslyn Ave,Glenside,Montgomery,PA,19038-3806,US,US/Eastern,KLOM,2021-12-29 16:15:00,48.0,48.0,84.0,29.58,7.0,CALM,0.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2021.0,12.0,29.0,16.0,18.0,42.0,Afternoon
4136120,A-4167258,Source1,2,2022-07-01 09:47:00,2022-07-01 11:06:51,39.029955,-121.515473,39.030124,-121.515834,0.023,Incident on FORTY MILE RD near PLUMAS ARBOGA RD Drive with caution.,Forty Mile Rd,Wheatland,Yuba,CA,95692,US,US/Pacific,KLHM,2022-07-01 09:55:00,70.0,70.0,49.0,29.85,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2022.0,7.0,1.0,9.0,47.0,0.0,Morning
7290619,A-7339982,Source1,2,2019-10-14 16:18:34,2019-10-14 16:48:23,42.36057,-88.00074000000002,42.36183,-88.00001,0.095,At Washington St - Accident., N US Highway 45,Grayslake,Lake,IL,60030-4029,US,US/Central,KUGN,2019-10-14 15:55:00,53.0,53.0,41.0,29.26,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2019.0,10.0,14.0,16.0,18.0,34.0,Afternoon
6111209,A-6156509,Source1,2,2021-07-23 11:36:30,2021-07-23 13:47:31,40.739755,-111.938959,40.740756,-111.940016,0.089,Stationary traffic on UT-68 from Fortune Rd to I-215 N due to accident., S Redwood Rd,Salt Lake City,Salt Lake,UT,84104-5117,US,US/Mountain,KSLC,2021-07-23 11:54:00,85.0,85.0,38.0,25.83,10.0,SW,5.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2021.0,7.0,23.0,11.0,36.0,30.0,Morning
6220122,A-6266019,Source1,2,2021-11-14 17:57:30,2021-11-14 20:00:30,40.002029,-75.278447,40.001009,-75.27571800000003,0.161,Stationary traffic on US-30 E - US-30 W from Church Rd (E Lancaster Ave/US-30) to US-1/City Ave (Lancaster Ave/US-30) due to accident., E Lancaster Ave,Ardmore,Montgomery,PA,19003,US,US/Eastern,KLOM,2021-11-14 17:55:00,43.0,43.0,61.0,29.52,10.0,SSW,3.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,Amenity,2021.0,11.0,14.0,17.0,57.0,30.0,Afternoon
3999205,A-4029221,Source1,2,2022-08-05 12:01:00,2022-08-05 15:16:05,47.671157,-122.621019,47.686657,-122.630434,1.157,Incident on BROWNSVILLE HWY NE NB near SOUTH KEYPORT RD NE Road closed. Take alternate route., Brownsville Hwy NE,Poulsbo,Kitsap,WA,98370-7933,US,US/Pacific,KPWT,2022-08-05 11:56:00,70.0,70.0,57.0,29.56,10.0,NNE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2022.0,8.0,5.0,12.0,1.0,0.0,Afternoon
6822949,A-6872118,Source1,2,2020-11-29 20:52:45,2020-11-29 21:52:45,45.130752,-121.597355,45.124042,-121.564245,1.679,A crash has occurred causing no to minimum delays. Use caution., Highway 216,Maupin,Wasco,OR,97037,US,US/Pacific,KDLS,2020-11-29 20:53:00,34.0,30.0,89.0,30.0,8.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,Stop,2020.0,11.0,29.0,20.0,52.0,45.0,Evening
7144163,A-7193517,Source1,2,2020-04-23 18:55:12,2020-04-23 19:40:12,28.59296,-81.38298,28.5931,-81.36506999999997,1.087,Between SR-424/Edgewater Dr and US-92/US-17-92/SR-15/SR-600/S Orlan - Accident., W Fairbanks Ave,Winter Park,Orange,FL,32789-4512,US,US/Eastern,KORL,2020-04-23 18:53:00,89.0,89.0,46.0,29.72,10.0,S,14.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2020.0,4.0,23.0,18.0,55.0,12.0,Evening
3961578,A-3991303,Source1,2,2022-08-07 13:48:19,2022-08-07 15:06:58,32.163137,-111.00649,32.163162,-111.00424,0.132,Incident on IRVINGTON PL near S SANTANDER CT Expect delays., S Mission Rd,Tucson,Pima,AZ,85746,US,US/Mountain,KTUS,2022-08-07 13:58:00,93.0,93.0,30.0,27.18,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Crossing,2022.0,8.0,7.0,13.0,48.0,19.0,Afternoon
6882121,A-6931367,Source1,2,2020-09-26 21:19:00,2020-09-26 22:56:32,34.184442,-118.905426,34.184402,-118.912146,0.384,Incident on US-101 NB near VENTU PARK RD Drive with caution.,US-101 N,Newbury Park,Ventura,CA,91320,US,US/Pacific,KCMA,2020-09-26 20:55:00,70.0,70.0,73.0,29.77,8.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2020.0,9.0,26.0,21.0,19.0,0.0,Evening
7105340,A-7154682,Source1,2,2020-04-04 11:32:33,2020-04-04 11:47:33,40.03901,-76.3598,40.03901,-76.3598,0.0,At College Ave - Accident., Columbia Ave,Lancaster,Lancaster,PA,17603-4331,US,US/Eastern,KLNS,2020-04-04 11:53:00,52.0,52.0,71.0,29.59,10.0,N,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2020.0,4.0,4.0,11.0,32.0,33.0,Morning
6328058,A-6374668,Source1,2,2021-02-03 13:44:00,2021-02-04 01:57:05,28.571841,-81.369163,28.571344,-81.377083,0.482,Slow traffic on FL-438 from N Mills Ave (E Princeton St/FL-438) to CR-424/Edgewater Dr (FL-438) due to accident., Camden Rd,Orlando,Orange,FL,32803,US,US/Eastern,KORL,2021-02-03 13:53:00,57.0,57.0,23.0,29.92,10.0,W,15.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2021.0,2.0,3.0,13.0,44.0,0.0,Afternoon
4608988,A-4643972,Source1,2,2022-05-05 07:58:00,2022-05-05 09:59:34,38.94399046879319,-76.87782883607446,38.940910468793184,-76.88373883607446,0.382,US 50 WEST AT EXIT 5 MD 410 VETERANS PKWY (WB),US-50,Hyattsville,Prince George's,MD,20784,US,US/Eastern,KCGS,2022-05-05 08:00:00,57.0,57.0,82.0,30.06,10.0,N,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,5.0,5.0,7.0,58.0,0.0,Morning
